"Date","Price","Open","High","Low","Vol.","Change %"
"06/27/2019","6.8525","6.8369","6.8615","6.8306","","0.26%"
"06/26/2019","6.8350","6.8505","6.8616","6.8330","","-0.18%"
"06/25/2019","6.8473","6.8561","6.8667","6.8268","","-0.09%"
"06/24/2019","6.8532","6.9074","6.9074","6.8511","","-0.66%"
"06/21/2019","6.8985","6.9382","6.9454","6.8938","","-0.54%"
"06/20/2019","6.9358","6.9607","6.9667","6.9236","","-0.34%"
"06/19/2019","6.9594","6.9767","6.9867","6.9546","","-0.15%"
"06/18/2019","6.9702","6.9164","6.9820","6.8974","","0.81%"
"06/17/2019","6.9143","6.9236","6.9340","6.9046","","-0.07%"
"06/14/2019","6.9194","6.9391","6.9483","6.8917","","-0.25%"
"06/13/2019","6.9369","6.9320","6.9499","6.9239","","0.11%"
"06/12/2019","6.9296","6.9287","6.9374","6.9054","","0.05%"
"06/11/2019","6.9263","6.8933","6.9330","6.8897","","0.50%"
"06/10/2019","6.8918","6.9069","6.9119","6.8768","","-0.05%"
"06/07/2019","6.8951","6.9076","6.9252","6.8841","","-0.08%"
"06/06/2019","6.9009","6.9123","6.9260","6.8920","","-0.13%"
"06/05/2019","6.9099","6.9070","6.9195","6.8953","","0.08%"
"06/04/2019","6.9041","6.9103","6.9191","6.8835","","-0.05%"
"06/03/2019","6.9078","6.9088","6.9344","6.8963","","0.00%"
"05/31/2019","6.9081","6.9154","6.9422","6.8983","","-0.08%"
"05/30/2019","6.9139","6.9142","6.9345","6.9056","","0.03%"
"05/29/2019","6.9118","6.9566","6.9578","6.9100","","-0.62%"
"05/28/2019","6.9550","6.9663","6.9690","6.9261","","-0.13%"
"05/27/2019","6.9642","6.9412","6.9773","6.9328","","0.45%"
"05/24/2019","6.9331","6.9706","6.9833","6.9317","","-0.50%"
"05/23/2019","6.9678","6.9827","6.9994","6.9655","","-0.12%"
"05/22/2019","6.9764","7.0086","7.0180","6.9772","","-0.41%"
"05/21/2019","7.0049","7.0201","7.0372","7.0012","","-0.19%"
"05/20/2019","7.0182","7.0003","7.0294","6.9912","","0.28%"
"05/17/2019","6.9983","7.0223","7.0303","6.9932","","-0.31%"
"05/16/2019","7.0200","7.0172","7.0311","6.9981","","0.10%"
"05/15/2019","7.0128","7.0164","7.0387","6.9987","","-0.02%"
"05/14/2019","7.0140","7.0330","7.0387","7.0034","","-0.22%"
"05/13/2019","7.0295","7.0535","7.0661","7.0139","","-0.31%"
"05/10/2019","7.0511","7.0739","7.0903","7.0482","","-0.29%"
"05/09/2019","7.0715","7.0605","7.0828","7.0486","","0.19%"
"05/08/2019","7.0581","7.0397","7.0608","7.0247","","0.30%"
"05/07/2019","7.0370","7.0160","7.0487","7.0061","","0.35%"
"05/06/2019","7.0122","7.0112","7.0424","6.9914","","0.03%"
"05/03/2019","7.0098","7.0285","7.0476","7.0083","","-0.25%"
"05/02/2019","7.0274","7.0085","7.0314","6.9897","","0.30%"
"05/01/2019","7.0065","6.9776","7.0112","6.9710","","0.47%"
"04/30/2019","6.9738","6.9868","6.9914","6.9604","","-0.14%"
"04/29/2019","6.9833","6.9868","6.9977","6.9711","","0.03%"
"04/26/2019","6.9814","6.9981","7.0063","6.9597","","-0.20%"
"04/25/2019","6.9955","6.9261","7.0191","6.9059","","1.01%"
"04/24/2019","6.9257","6.8914","6.9307","6.8776","","0.53%"
"04/23/2019","6.8895","6.8625","6.9156","6.8552","","0.43%"
"04/22/2019","6.8603","6.8678","6.8721","6.8503","","-0.04%"
"04/19/2019","6.8630","6.8664","6.8716","6.8555","","0.01%"
"04/18/2019","6.8625","6.8374","6.8900","6.8251","","0.40%"
"04/17/2019","6.8352","6.8356","6.8422","6.8113","","0.03%"
"04/16/2019","6.8333","6.8509","6.8582","6.8235","","-0.22%"
"04/15/2019","6.8481","6.8545","6.8567","6.8334","","-0.03%"
"04/12/2019","6.8503","6.8499","6.8573","6.8251","","0.04%"
"04/11/2019","6.8475","6.8515","6.8568","6.8193","","-0.03%"
"04/10/2019","6.8496","6.8401","6.8677","6.8222","","0.17%"
"04/09/2019","6.8382","6.8384","6.8466","6.8218","","0.04%"
"04/08/2019","6.8353","6.8643","6.8663","6.8172","","-0.42%"
"04/05/2019","6.8641","6.8523","6.8699","6.8398","","0.20%"
"04/04/2019","6.8507","6.8464","6.8600","6.8401","","0.10%"
"04/03/2019","6.8440","6.8854","6.8875","6.8400","","-0.55%"
"04/02/2019","6.8818","6.8524","6.8892","6.8481","","0.45%"
"04/01/2019","6.8510","6.8572","6.8630","6.8203","","-0.05%"
"03/29/2019","6.8544","6.8496","6.8635","6.8260","","0.09%"
"03/28/2019","6.8480","6.8460","6.8941","6.8358","","0.06%"
"03/27/2019","6.8442","6.8361","6.8530","6.8158","","0.15%"
"03/26/2019","6.8342","6.8448","6.8537","6.8198","","-0.12%"
"03/25/2019","6.8421","6.8565","6.8685","6.8189","","-0.15%"
"03/22/2019","6.8527","6.8021","6.8831","6.7852","","0.77%"
"03/21/2019","6.8002","6.7843","6.8118","6.7678","","0.26%"
"03/20/2019","6.7824","6.8120","6.8193","6.7607","","-0.42%"
"03/19/2019","6.8109","6.8306","6.8403","6.8000","","-0.25%"
"03/18/2019","6.8283","6.8271","6.8469","6.8144","","0.09%"
"03/15/2019","6.8224","6.8622","6.8670","6.8217","","-0.54%"
"03/14/2019","6.8593","6.8706","6.8865","6.8472","","-0.12%"
"03/13/2019","6.8677","6.9064","6.9153","6.8608","","-0.52%"
"03/12/2019","6.9035","6.9102","6.9341","6.8938","","-0.06%"
"03/11/2019","6.9075","6.9362","6.9412","6.9054","","-0.39%"
"03/08/2019","6.9348","6.9493","6.9859","6.9309","","-0.17%"
"03/07/2019","6.9464","6.8509","6.9649","6.8416","","1.42%"
"03/06/2019","6.8493","6.8675","6.8797","6.8355","","-0.22%"
"03/05/2019","6.8647","6.8925","6.9268","6.8651","","-0.41%"
"03/04/2019","6.8927","6.8393","6.9029","6.8272","","0.79%"
"03/01/2019","6.8388","6.8309","6.8485","6.8133","","0.14%"
"02/28/2019","6.8295","6.8758","6.8786","6.7999","","-0.64%"
"02/27/2019","6.8734","6.8900","6.8994","6.8505","","-0.20%"
"02/26/2019","6.8874","6.8952","6.9147","6.8840","","-0.09%"
"02/25/2019","6.8938","6.9173","6.9203","6.8859","","-0.29%"
"02/22/2019","6.9139","6.9227","6.9307","6.8953","","-0.12%"
"02/21/2019","6.9224","6.8961","6.9274","6.8822","","0.42%"
"02/20/2019","6.8937","6.8833","6.9072","6.8738","","0.19%"
"02/19/2019","6.8803","6.8212","6.9394","6.8166","","0.92%"
"02/18/2019","6.8178","6.8351","6.8451","6.8093","","-0.18%"
"02/15/2019","6.8303","6.8418","6.8674","6.8306","","-0.14%"
"02/14/2019","6.8399","6.8173","6.8662","6.8091","","0.37%"
"02/13/2019","6.8147","6.8281","6.8497","6.7729","","-0.17%"
"02/12/2019","6.8263","6.8384","6.8479","6.8171","","-0.15%"
"02/11/2019","6.8363","6.8344","6.8457","6.8167","","0.02%"
"02/08/2019","6.8347","6.8286","6.8467","6.8169","","0.12%"
"02/07/2019","6.8266","6.7885","6.8302","6.7829","","0.60%"
"02/06/2019","6.7860","6.7432","6.7913","6.7377","","0.67%"
"02/05/2019","6.7408","6.7277","6.7604","6.7231","","0.23%"
"02/04/2019","6.7254","6.7169","6.7418","6.6926","","0.16%"
"02/01/2019","6.7148","6.7248","6.7252","6.6889","","-0.14%"
"01/31/2019","6.7244","6.7113","6.7348","6.6936","","0.17%"
"01/30/2019","6.7132","6.7077","6.7365","6.6968","","0.08%"
"01/29/2019","6.7077","6.6921","6.7152","6.6849","","0.22%"
"01/28/2019","6.6928","6.6829","6.7077","6.6776","","0.14%"
"01/25/2019","6.6834","6.6761","6.7007","6.6643","","0.11%"
"01/24/2019","6.6761","6.6361","6.6861","6.6287","","0.61%"
"01/23/2019","6.6356","6.6380","6.6455","6.6238","","-0.04%"
"01/22/2019","6.6381","6.6328","6.6460","6.6268","","0.06%"
"01/21/2019","6.6341","6.6460","6.6460","6.6216","","-0.15%"
"01/18/2019","6.6440","6.6532","6.6616","6.6235","","-0.17%"
"01/17/2019","6.6551","6.6421","6.6726","6.6319","","0.21%"
"01/16/2019","6.6414","6.6094","6.6518","6.6094","","0.47%"
"01/15/2019","6.6106","6.6124","6.6329","6.5918","","-0.02%"
"01/14/2019","6.6120","6.6009","6.6203","6.5854","","0.13%"
"01/11/2019","6.6032","6.5903","6.6197","6.5591","","0.28%"
"01/10/2019","6.5846","6.5529","6.5925","6.5392","","0.49%"
"01/09/2019","6.5523","6.5747","6.5971","6.5457","","-0.34%"
"01/08/2019","6.5746","6.5583","6.5843","6.5385","","0.25%"
"01/07/2019","6.5580","6.5896","6.6018","6.5573","","-0.51%"
"01/04/2019","6.5914","6.6007","6.6128","6.5647","","-0.14%"
"01/03/2019","6.6005","6.6005","6.6440","6.5902","","0.03%"
"01/02/2019","6.5987","6.5068","6.6013","6.4895","","1.41%"
"01/01/2019","6.5068","6.4970","6.5099","6.4850","","0.16%"
